000002.SZ,000001.SZ
0.05668522,-0.09898367
0.08257483,-0.12597445
0.098580495,-0.14322299
0.11169766,-0.16642469
0.12373571,-0.16383812
0.17038168,-0.07813358
0.19190413,-0.05597709
0.18437801,-0.024383679
0.17529926,0.021433568
0.1690179,0.025291292
0.14901789,-0.00015559793
0.1290076,0.008040987
0.12341981,-0.0070098527
0.11130674,-0.03183611
0.10517736,-0.07222878
0.09193474,-0.08675201
0.087837905,-0.11050933
0.08457662,-0.1316545
0.08782777,-0.10491984
0.088190645,-0.04769446
0.0816676,-0.04428882
0.09573652,-0.07580841
0.099569365,-0.023791995
0.0944621,-0.03552301
0.08782931,-0.043165
0.07455973,-0.0724801
0.0674275,-0.07958971
0.06294134,-0.015247941
0.08512995,-0.013468608
0.1082765,-0.0051422473
0.11281921,0.082410775
0.11428778,0.12930584
0.1162837,0.07348206
0.12555642,0.056381363
0.11845581,0.04134379
0.10385086,0.017511444
0.12000127,-0.028249864
0.12689678,-0.08347897
0.116926014,-0.101873145
0.111618176,-0.10586191
0.098764956,-0.09669836
0.08758393,-0.099536814
0.07250109,-0.11614626
0.05868503,-0.090134375
0.052683998,-0.09190858
0.049560364,-0.09620703
0.047369074,-0.07812617
0.049722914,-0.016351417
0.047586408,-0.0047526658
0.04656708,-0.011405092
0.045554664,-0.052873284
0.045078617,-0.089225434
0.04400796,-0.10843276
0.051228266,-0.09740082
0.048922542,-0.063456826
0.050656345,-0.050198384
0.047098536,-0.045056604
0.04648522,-0.053012244
0.05946904,-0.09249418
0.07093255,-0.11675986
0.07823923,-0.117456846
0.08295852,-0.03973591
0.10338454,-0.05353511
0.108088434,-0.085845925
0.09868191,-0.09270754
0.083430156,-0.011210816
0.06959364,-0.021702036
0.06812522,-0.014053889
0.067028984,-0.038003504
0.08700852,-0.06832566
0.09875634,-0.100244716
0.10106267,-0.114338584
0.108717024,-0.09551219
0.14198832,-0.086059116
0.174607,-0.08432507
0.19731767,-0.046893217
0.1821943,-0.048919037
0.15930943,0.010394817
0.13652389,0.032247856
0.11966325,0.00048217177
0.1211855,0.014226632
0.120569676,0.048218787
0.11336385,0.08893343
0.10507697,0.052234184
0.15139194,0.027630668
0.1862873,0.01102709
0.2252218,0.031494327
0.23129426,0.014512826
0.21378247,0.0076784845
0.17583169,0.019651463
0.1473165,0.12905085
0.1146736,0.1360945
0.098646,0.08063306
0.09296782,0.0058140885
0.10012238,-0.031935953
0.09970538,-0.05742944
0.0934795,-0.07960632
0.078800246,-0.055907957
0.071965486,-0.026449576
0.10138433,-0.02274198
0.11547227,0.036793474
0.1160734,0.038169436
0.12777811,0.026071267
0.12471546,-0.010876652
0.117066845,-0.025297113
0.10565893,-0.04057314
0.098229125,-0.025558297
0.087097645,-0.006446354
0.07215318,-0.041280404
0.0662352,-0.050497137
0.059664156,-0.057189062
0.06321406,-0.009609932
0.06567204,0.0016676076
